,loc_tag,abundance
722,PA3620,331
723,PA3181,330
724,PA3184,330
725,PA5052,329
726,PA2400,328
727,PA0771,328
728,PA1155,328
729,PA4733,327
730,PA1737,326
731,PA4699,325
732,PA4474,325
733,PA2537,325
734,PA2997,324
735,PA4461,323
736,PA4426,323
737,PA4919,323
738,PA3674,322
739,PA4201,320
740,PA4447,320
741,PA2841,320
742,PA3696,320
743,PA1430,319
744,PA1828,319
745,PA4394,319
746,PA5018,319
747,PA4748,318
748,PA0036,318
749,PA3029,317
750,PA2113,317
751,PA3004,317
752,PA4971,317
753,PA2707,316
754,PA3480,316
755,PA3919,316
756,PA0898,315
757,PA0407,314
758,PA5489,314
759,PA1791,314
760,PA4443,314
761,PA4459,313
762,PA0807,313
763,PA2114,313
764,PA3803,313
765,PA4786,312
766,PA2652,311
767,PA3179,311
768,PA3646,310
769,PA3875,310
770,PA3427,309
771,PA3082,309
772,PA2575,308
773,PA3691,308
774,PA0372,307
775,PA4545,307
776,PA0045,306
777,PA3166,303
778,PA4416,302
779,PA4010,302
780,PA3266,301
781,PA0300,301
782,PA5441,299
783,PA2389,298
784,PA4709,298
785,PA5346,297
786,PA0762,297
787,PA4722,296
788,PA4939,296
789,PA3257,296
790,PA0653,296
791,PA4417,295
792,PA5042,295
793,PA5505,294
794,PA4764,294
795,PA3923,294
796,PA0331,294
797,PA0945,294
798,PA4996,294
799,PA5315,293
800,PA0421,293
801,PA4696,293
802,PA1551,292
803,PA0970,292
804,PA4031,292
805,PA3583,292
806,PA5204,290
807,PA2812,289
808,PA4963,288
809,PA3169,288
810,PA2823,286
811,PA4506,284
812,PA4528,283
813,PA2830,281
814,PA0892,281
815,PA3002,281
816,PA2988,280
817,PA4314,280
818,PA1443,279
819,PA2195,279
820,PA3147,278
821,PA1821,277
822,PA3621,275
823,PA3746,275
824,PA2080,274
825,PA5004,274
826,PA4615,274
827,PA3337,273
828,PA0337,273
829,PA2651,273
830,PA4472,273
831,PA1094,272
832,PA3329,272
833,PA3810,269
834,PA1097,269
835,PA5068,269
836,PA0985,268
837,PA4477,268
838,PA1183,268
839,PA2764,268
840,PA0899,268
841,PA3578,267
842,PA5241,266
843,PA3455,266
844,PA0077,266
845,PA5221,265
846,PA4792,265
847,PA1069,265
848,PA4463,265
849,PA0126,264
850,PA1843,263
851,PA0122,262
852,PA4715,262
853,PA2998,261
854,PA3533,261
855,PA1460,261
856,PA3855,260
857,PA4493,259
858,PA1550,259
859,PA4936,259
860,PA4839,258
861,PA4163,258
862,PA0001,258
863,PA2232,258
864,PA2345,258
865,PA4972,256
866,PA1304,256
867,PA1341,256
868,PA4435,255
869,PA0516,254
870,PA3554,254
871,PA2554,254
872,PA3088,254
873,PA0796,254
874,PA1904,253
875,PA4215,253
876,PA5014,253
877,PA3874,253
878,PA4771,252
879,PA4460,252
880,PA0371,252
881,PA0937,252
882,PA2867,252
883,PA4456,251
884,PA4544,251
885,PA0747,249
886,PA1681,249
887,PA0759,248
888,PA5453,248
889,PA3690,247
890,PA5546,247
891,PA2402,245
892,PA5162,245
893,PA3333,244
894,PA5344,244
895,PA3313,243
896,PA2042,242
897,PA2980,242
898,PA3823,241
899,PA3819,240
900,PA4505,239
901,PA0341,239
902,PA0938,239
903,PA0277,239
904,PA4632,238
905,PA1554,238
906,PA5288,237
907,PA2199,236
908,PA3366,236
909,PA0705,236
910,PA2529,236
911,PA3156,235
912,PA0603,235
913,PA4588,235
914,PA3356,234
915,PA3930,234
916,PA3005,233
917,PA2643,233
918,PA0955,233
919,PA0620,233
920,PA5035,232
921,PA0586,231
922,PA5010,231
923,PA2390,231
924,PA4079,230
925,PA5366,229
926,PA3280,229
927,PA1494,229
928,PA4078,229
929,PA0016,227
930,PA1818,226
931,PA1950,226
932,PA2044,226
933,PA4689,226
934,PA1871,225
935,PA3357,224
936,PA1529,224
937,PA2654,224
938,PA0659,224
939,PA3828,224
940,PA4496,222
941,PA3569,222
942,PA1903,222
943,PA4214,222
944,PA0437,221
945,PA3151,221
946,PA3981,220
947,PA5320,220
948,PA3242,219
949,PA3816,219
950,PA5130,219
951,PA4487,218
952,PA5372,217
953,PA4872,217
954,PA3640,217
955,PA2305,216
956,PA0630,216
957,PA1171,216
958,PA0005,216
959,PA5164,215
960,PA0946,215
961,PA3046,215
962,PA4503,215
963,PA1615,214
964,PA0773,214
965,PA4233,214
966,PA3118,213
967,PA1127,212
968,PA5369,211
969,PA3208,211
970,PA5479,211
971,PA4498,211
972,PA0373,210
973,PA5070,209
974,PA2252,208
975,PA0927,208
976,PA4547,207
977,PA4958,207
978,PA5285,206
979,PA2331,205
980,PA1678,205
981,PA3007,205
982,PA4633,205
983,PA4916,205
984,PA1552,204
985,PA1555,204
986,PA2112,204
987,PA3827,204
988,PA1813,204
989,PA2545,203
990,PA2540,203
991,PA5152,203
992,PA4868,203
993,PA0079,202
994,PA5008,202
995,PA5231,201
996,PA3853,201
997,PA1008,200
998,PA5105,200
999,PA4005,199
1000,PA4723,199
1001,PA0064,198
1002,PA5421,198
1003,PA2551,197
1004,PA2959,197
1005,PA5209,197
1006,PA4726,196
1007,PA1490,195
1008,PA4548,195
1009,PA4029,192
1010,PA1900,191
1011,PA2160,190
1012,PA0375,190
1013,PA5426,190
1014,PA4687,190
1015,PA2013,189
1016,PA1769,189
1017,PA4011,189
1018,PA4446,189
1019,PA1271,188
1020,PA0390,188
1021,PA4434,188
1022,PA5176,188
1023,PA0295,187
1024,PA4636,187
1025,PA4115,186
1026,PA1000,186
1027,PA5036,186
1028,PA1581,186
1029,PA0763,185
1030,PA3552,185
1031,PA3798,185
1032,PA1520,184
1033,PA2811,184
1034,PA1823,184
1035,PA2907,184
1036,PA4742,183
1037,PA3712,183
1038,PA3182,183
1039,PA5323,183
1040,PA3818,182
1041,PA4211,182
1042,PA3332,182
1043,PA3335,182
1044,PA4292,182
1045,PA5443,181
1046,PA1689,181
1047,PA4360,181
1048,PA1748,180
1049,PA3189,180
1050,PA1775,179
1051,PA5213,178
1052,PA4369,178
1053,PA3903,178
1054,PA5562,178
1055,PA2385,178
1056,PA5142,178
1057,PA1317,177
1058,PA1658,176
1059,PA5133,176
1060,PA4991,176
1061,PA2530,175
1062,PA5338,175
1063,PA3789,174
1064,PA1459,174
1065,PA0587,173
1066,PA5348,173
1067,PA4061,172
1068,PA0558,172
1069,PA3768,172
1070,PA2234,172
1071,PA1375,171
1072,PA4667,171
1073,PA3152,171
1074,PA4730,170
1075,PA1969,170
1076,PA2640,170
1077,PA2975,170
1078,PA1687,170
1079,PA4410,170
1080,PA3659,170
1081,PA1462,169
1082,PA0936,169
1083,PA0872,169
1084,PA0607,169
1085,PA5414,169
1086,PA5559,168
1087,PA3838,168
1088,PA3101,168
1089,PA4704,167
1090,PA2647,167
1091,PA0420,166
1092,PA3625,166
1093,PA4044,166
1094,PA1049,166
1095,PA1070,165
1096,PA5141,164
1097,PA3193,164
1098,PA3836,163
1099,PA5291,163
1100,PA0354,163
1101,PA2408,162
1102,PA1708,162
1103,PA1608,162
1104,PA1807,162
1105,PA5252,162
1106,PA4765,160
1107,PA4646,160
1108,PA3110,160
1109,PA4132,160
1110,PA0158,160
1111,PA0755,159
1112,PA3483,159
1113,PA1677,158
1114,PA3708,158
1115,PA3924,158
1116,PA0761,158
1117,PA3934,158
1118,PA2626,158
1119,PA1033,158
1120,PA3538,158
1121,PA0329,158
1122,PA5313,158
1123,PA1642,158
1124,PA2725,157
1125,PA5245,157
1126,PA4686,157
1127,PA1809,157
1128,PA3524,156
1129,PA2775,156
1130,PA4657,156
1131,PA4514,156
1132,PA1066,156
1133,PA4775,155
1134,PA4492,155
1135,PA0764,155
1136,PA2378,154
1137,PA2900,154
1138,PA4425,154
1139,PA4845,154
1140,PA2409,154
1141,PA5074,153
1142,PA3622,153
1143,PA3673,153
1144,PA3815,153
1145,PA1004,152
1146,PA0974,152
1147,PA3896,152
1148,PA3440,152
1149,PA2875,151
1150,PA4449,151
1151,PA4952,150
1152,PA5333,150
1153,PA3341,150
1154,PA0971,150
1155,PA3138,150
1156,PA0236,149
1157,PA0783,149
1158,PA5181,149
1159,PA5530,149
1160,PA4438,149
1161,PA5210,148
1162,PA4330,148
1163,PA0651,148
1164,PA2732,147
1165,PA0988,146
1166,PA4480,146
1167,PA3228,146
1168,PA5027,145
1169,PA4960,145
1170,PA0114,145
1171,PA1432,145
1172,PA5002,145
1173,PA5235,144
1174,PA2646,144
1175,PA4556,144
1176,PA3348,144
1177,PA5200,144
1178,PA5483,144
1179,PA0461,143
1180,PA1180,143
1181,PA1071,143
1182,PA1674,143
1183,PA0658,142
1184,PA3739,142
1185,PA2854,141
1186,PA2889,141
1187,PA4587,141
1188,PA4388,141
1189,PA5317,141
1190,PA2765,139
1191,PA1195,139
1192,PA1810,139
1193,PA1429,139
1194,PA0080,139
1195,PA3170,139
1196,PA5012,139
1197,PA4500,138
1198,PA2824,138
1199,PA3553,137
1200,PA3694,137
1201,PA5022,137
1202,PA1216,136
1203,PA0243,136
1204,PA1614,135
1205,PA3813,135
1206,PA4579,135
1207,PA5309,135
1208,PA2774,135
1209,PA1752,135
1210,PA4231,135
1211,PA2614,134
1212,PA3048,134
1213,PA4457,134
1214,PA0382,134
1215,PA1162,133
1216,PA3092,133
1217,PA2064,133
1218,PA4695,132
1219,PA4328,132
1220,PA4376,132
1221,PA3214,132
1222,PA5301,132
1223,PA5503,131
1224,PA4208,131
1225,PA1579,131
1226,PA4876,130
1227,PA0314,129
1228,PA0508,129
1229,PA2981,128
1230,PA0280,128
1231,PA0932,128
1232,PA3149,128
1233,PA0388,128
1234,PA3103,128
1235,PA4993,127
1236,PA1340,127
1237,PA2404,127
1238,PA5041,126
1239,PA0143,126
1240,PA0715,126
1241,PA4141,126
1242,PA3095,126
1243,PA3185,125
1244,PA3535,125
1245,PA3344,125
1246,PA4700,125
1247,PA2611,124
1248,PA5570,124
1249,PA3734,123
1250,PA4529,123
1251,PA4387,123
1252,PA5094,122
1253,PA5376,122
1254,PA5565,122
1255,PA1857,121
1256,PA2949,121
1257,PA3611,121
1258,PA3657,120
1259,PA1742,120
1260,PA0231,120
1261,PA2648,120
1262,PA0304,120
1263,PA4336,120
1264,PA5170,119
1265,PA1324,119
1266,PA5223,119
1267,PA1736,119
1268,PA2627,119
1269,PA5510,119
1270,PA4501,119
1271,PA1442,119
1272,PA5335,119
1273,PA2649,119
1274,PA2410,119
1275,PA4154,119
1276,PA1373,118
1277,PA4611,118
1278,PA3728,118
1279,PA1948,118
1280,PA2304,117
1281,PA5521,117
1282,PA2223,117
1283,PA1944,117
1284,PA1479,116
1285,PA2615,116
1286,PA5454,116
1287,PA5193,116
1288,PA1592,116
1289,PA5425,115
1290,PA4931,115
1291,PA4176,115
1292,PA1023,115
1293,PA4949,115
1294,PA3091,115
1295,PA0298,115
1296,PA4420,115
1297,PA0758,114
1298,PA1535,114
1299,PA4374,114
1300,PA5345,114
1301,PA4946,114
1302,PA0449,113
1303,PA4395,113
1304,PA0524,113
1305,PA1454,113
1306,PA4955,113
1307,PA0392,112
1308,PA4656,112
1309,PA3416,112
1310,PA2034,112
1311,PA2800,112
1312,PA2637,111
1313,PA4473,111
1314,PA0837,111
1315,PA4494,111
1316,PA5199,110
1317,PA4452,110
1318,PA3121,110
1319,PA5092,110
1320,PA4308,109
1321,PA3456,109
1322,PA1832,109
1323,PA0438,109
1324,PA5446,108
1325,PA4954,108
1326,PA0387,108
1327,PA2204,108
1328,PA5495,108
1329,PA0429,108
1330,PA2685,107
1331,PA3925,107
1332,PA4717,107
1333,PA2699,107
1334,PA2110,107
1335,PA4204,106
1336,PA1249,106
1337,PA4202,106
1338,PA5234,106
1339,PA2850,106
1340,PA3021,105
1341,PA4524,105
1342,PA1521,105
1343,PA3165,105
1344,PA1640,105
1345,PA1338,104
1346,PA3675,104
1347,PA4017,104
1348,PA5113,104
1349,PA3623,104
1350,PA2734,104
1351,PA5108,103
1352,PA2728,103
1353,PA0419,103
1354,PA1027,103
1355,PA5011,103
1356,PA3878,103
1357,PA1465,103
1358,PA1943,102
1359,PA0366,102
1360,PA1847,102
1361,PA4055,102
1362,PA2857,101
1363,PA2858,101
1364,PA5321,101
1365,PA3019,101
1366,PA0342,101
1367,PA0917,100
1368,PA2982,100
1369,PA2820,100
1370,PA4930,99
1371,PA0953,99
1372,PA0035,99
1373,PA1756,99
1374,PA3817,99
1375,PA3093,98
1376,PA1330,98
1377,PA1122,98
1378,PA4625,98
1379,PA0078,98
1380,PA3300,98
1381,PA2684,98
1382,PA3453,98
1383,PA3245,98
1384,PA2957,97
1385,PA1544,97
1386,PA3901,97
1387,PA5203,97
1388,PA4175,97
1389,PA2592,97
1390,PA2776,96
1391,PA3043,96
1392,PA0165,96
1393,PA0563,95
1394,PA1481,95
1395,PA0156,95
1396,PA0018,95
1397,PA5492,95
1398,PA4668,94
1399,PA1061,94
1400,PA3123,94
1401,PA4464,94
1402,PA0665,94
1403,PA3255,93
1404,PA3762,93
1405,PA4512,92
1406,PA0633,92
1407,PA0290,92
1408,PA5208,91
1409,PA3852,91
1410,PA2987,91
1411,PA3787,91
1412,PA2382,91
1413,PA1825,91
1414,PA4046,90
1415,PA1772,90
1416,PA3631,90
1417,PA3211,90
1418,PA4428,90
1419,PA5260,89
1420,PA3465,89
1421,PA1305,89
1422,PA2794,89
1423,PA0996,89
1424,PA0968,88
1425,PA3071,88
1426,PA3270,88
1427,PA0363,88
1428,PA1014,88
1429,PA0663,88
1430,PA0162,88
1431,PA5106,88
1432,PA1246,87
1433,PA1344,87
1434,PA0460,87
1435,PA1618,87
1436,PA1292,87
1437,PA1746,87
1438,PA4750,87
1439,PA4988,87
1440,PA3047,87
1441,PA2883,87
1442,PA0083,86
1443,PA5374,86
1444,PA3402,85
1445,PA2231,85
1446,PA3267,85
1447,PA0976,85
1448,PA5484,85
1449,PA1714,84
1450,PA1792,84
1451,PA4856,84
1452,PA4285,84
1453,PA0406,83
1454,PA0389,83
1455,PA3213,83
1456,PA3866,83
1457,PA4609,83
1458,PA0913,83
1459,PA4998,83
1460,PA3111,83
1461,PA2322,83
1462,PA4655,82
1463,PA1902,82
1464,PA4213,82
1465,PA0618,82
1466,PA4476,82
1467,PA5009,82
1468,PA3563,82
1469,PA5485,82
