,loc_tag,abundance
1474,b1490,34
1475,b1981,34
1476,b3469,34
1477,b1063,34
1478,b3967,34
1479,b3399,34
1480,b1107,34
1481,b3449,34
1482,b1234,33
1483,b0151,33
1484,b1325,33
1485,b1400,33
1486,b1427,33
1487,b1757,33
1488,b3073,33
1489,b3503,33
1490,b3572,33
1491,b3996,32
1492,b3991,32
1493,b1686,32
1494,b1177,32
1495,b0423,32
1496,b2105,32
1497,b1939,32
1498,b3438,32
1499,b3894,32
1500,b0268,32
1501,b1247,32
1502,b0969,32
1503,b2342,32
1504,b3344,31
1505,b4386,31
1506,b2127,31
1507,b0661,31
1508,b0810,31
1509,b1205,31
1510,b1037,31
1511,b1897,31
1512,b4372,31
1513,b0652,31
1514,b4126,31
1515,b2717,31
1516,b2436,30
1517,b3689,30
1518,b0200,30
1519,b1270,30
1520,b1020,30
1521,b2784,30
1522,b2393,30
1523,b4511,30
1524,b2413,30
1525,b3518,30
1526,b4053,30
1527,b4189,29
1528,b3755,29
1529,b3149,29
1530,b3543,29
1531,b0611,29
1532,b1099,29
1533,b2496,29
1534,b2829,29
1535,b4261,29
1536,b4238,29
1537,b3933,29
1538,b3493,28
1539,b2907,28
1540,b3195,28
1541,b1100,28
1542,b3343,28
1543,b1224,28
1544,b3812,28
1545,b2472,28
1546,b0406,28
1547,b3513,28
1548,b2154,28
1549,b1927,28
1550,b1208,28
1551,b3633,28
1552,b3834,28
1553,b3810,28
1554,b0400,28
1555,b1326,28
1556,b1233,27
1557,b1915,27
1558,b0346,27
1559,b1511,27
1560,b4191,27
1561,b1581,27
1562,b1225,27
1563,b1238,27
1564,b3973,27
1565,b1244,27
1566,b0209,27
1567,b1814,27
1568,b4378,27
1569,b0804,27
1570,b3893,27
1571,b3641,27
1572,b3677,27
1573,b0967,27
1574,b4194,27
1575,b2351,27
1576,b1255,27
1577,b3206,27
1578,b3100,27
1579,b3094,27
1580,b1413,26
1581,b3223,26
1582,b2810,26
1583,b2675,26
1584,b3826,26
1585,b2341,26
1586,b1945,26
1587,b3966,26
1588,b4390,26
1589,b3741,26
1590,b1704,26
1591,b4394,26
1592,b1162,26
1593,b3618,26
1594,b2844,26
1595,b1271,26
1596,b1124,26
1597,b1299,26
1598,b1563,26
1599,b2182,26
1600,b0273,26
1601,b3867,25
1602,b1435,25
1603,b2993,25
1604,b2803,25
1605,b3791,25
1606,b0524,25
1607,b3459,25
1608,b1916,25
1609,b0522,25
1610,b3825,25
1611,b1188,25
1612,b3998,25
1613,b2616,25
1614,b1913,25
1615,b0760,25
1616,b2346,25
1617,b1498,25
1618,b1944,25
1619,b1731,24
1620,b1683,24
1621,b2708,24
1622,b2502,24
1623,b0962,24
1624,b1858,24
1625,b3030,24
1626,b3177,24
1627,b2805,24
1628,b2743,24
1629,b2377,24
1630,b2895,23
1631,b1518,23
1632,b0844,23
1633,b3821,23
1634,b1629,23
1635,b4377,23
